comments,
We are enjoying ours,Amitej Singh  It's the Eye Of The Spider 1242 · 4 January at 09:39Remove
Jingle Bells Rock all day long ;),Everton Souza  Não aguento mais tentar falar com vocês e até agora. E ninguém resolve meu problema comprei um carro de vcs à vista. Na hora de vender e tudo maravilhoso.4 January at 06:58Remove
I have a black one.   Love it.,Jyrki Kujanpää  Very nice car8 · 31 December 2016 at 08:46Remove
great design fiat 500X,Everton Souza  Não aguento mais tentar falar com vocês e até agora. E ninguém resolve meu problema comprei um carro de vcs à vista. Na hora de vender e tudo maravilhoso.4 January at 06:58Remove
Mind Blowing n always best in class... fiat is afterall fiat...,Everton Souza  Não aguento mais tentar falar com vocês e até agora. E ninguém resolve meu problema comprei um carro de vcs à vista. Na hora de vender e tudo maravilhoso.4 January at 06:59Remove
"FIAT, bring the TIPO family to the NA range. It would plug several holes in the FCA line-up and works similar to the practical 124s of the past. - @",Robin Quentin  Antoine avoue tu as envie !! Ce 4 cylindre de malade ce frein un main en fonte !!1 · 26 December 2016 at 19:28Remove
"Welcome Finland, very nice Riva 500 👍💙👍",Aditya Bharaj  Merry Christmas Fiat3 · 25 December 2016 at 06:58Remove
Casi dos meses sin Bartolo ( mi fiat 500 rojo) finde en casa porque no podemos pasear! sera que lo tienen de maceta en el servicio técnico??,Ada Yaz  Merry Christmas Fiat2 · 24 December 2016 at 16:21Remove
India launch?,Lori Haapapuro Keffer  I need one of these in my life -- the Abarth version.  <3  Vroom vroom2 · 11 January at 14:02 · EditedRemove
Mehul follow Fiat India offial Facebook Page in order to discover all the news about Fiat in your area.,Livio Andrei  Super car.6 · 23 December 2016 at 09:49Remove
American market?,Everton Souza  Não aguento mais tentar falar com vocês e até agora. E ninguém resolve meu problema comprei um carro de vcs à vista. Na hora de vender e tudo maravilhoso.4 January at 06:59Remove
Sean follow FIAT USA Facebook Page. Our colleagues will update you with all the news about the Fiat World in your area.,Sean Marshall Palmer  I would buy this immediately if you sold it in the United States! Please do.6 · 22 December 2016 at 11:20Remove
"Love my ""L"". This car can do haul most anything and is so fun to drive!",Stephen Watt  Like mine in black1 · 22 December 2016 at 13:23Remove
:),Linda Anctil  I'm in love with my White Fiat 500❤️❤️❤️4 · 21 December 2016 at 03:44Remove
I will be so glad when Black Friday is over so your  awful Santa ad that has been playing over and over will be gone. not going to buy a Fiat from that ad. Check out Mercedes Benz Santa ad. much classier.,"Flavio Molli  Ho voluto registrare qui la mia delusione con la FIAT di sospendere il Grand Siena TetraFuel. Il mondo che riflette sia in materia di inquinamento, il Brasile in un mai visto prima che la crisi economica e la FIAT che cosa fa? Interrompe l'auto più eco...See more22 December 2016 at 08:42Remove"
The reversing cameras are a great idea ..but why not take it one step father...put a camera at the side of the back of your cars vans and SUVs  ..when you trying to get out of a parking lot and a truck or SUV is parked beside you it's impossible to see...See more,Jyrki Kujanpää  Real nice all2 · 19 December 2016 at 05:58Remove
"45 días sin Bartolo ( fiat 500 ) lo extrañamos !!! de Fiat Argentina nos informan que debemos comunicarnos con taller , en taller que el supervisor nos va a llamar , y así pasan las semanas sin el diagnostico de cual es el problema del auto .","Shawna N. Davidson  My son, daughter and I simply need something bigger.29 December 2016 at 11:33Remove"
חרא של רכב!!! לא להתקרב. אומנם הורידו את מחיר הרכב. אבל צריך לקחת בחשבון שבעוד שנה יתחילו בעיות ותקלות בסכום של עד 30 אלף שקל.,Todd Bridge  We are enjoying ours3 · 14 December 2016 at 02:01Remove
"Yes , Driven by passion",Miriam Rocchia  Jingle Bells Rock all day long ;)2 · 13 December 2016 at 06:43Remove
2012 500 Abarth. =D Rosalina is her name and she's my baby.,Addie Sharpe  I have a black one.   Love it.1 · 11 December 2016 at 07:42Remove
Turbo 😉,Dragan Djurdjev  great design fiat 500X3 · 11 December 2016 at 08:43Remove
"Your ""Christmas"" ad is disgusting. I'd never buy a car from such a low-class company.",Hare Joshi  Mind Blowing n always best in class... fiat is afterall fiat...1 · 9 December 2016 at 09:53Remove
Forza CITI!😂👍,Moulay Bakhti  1 · 9 December 2016 at 11:54Remove
"i am so disappointed for the dealership in Lima, lack of professionalism from the staff plus the luck of knowledge of the products as well",Shinu George  6 · 7 December 2016 at 11:47Remove
"Your ""Christmas"" ad is disgusting. I'd never buy a car from such a low-class company.","Cream City 500 Club  FIAT, bring the TIPO family to the NA range. It would plug several holes in the FCA line-up and works similar to the practical 124s of the past. - @1 · 2 December 2016 at 02:39Remove"
when you will arrive in Brazil?,"Jyrki Kujanpää  Welcome Finland, very nice Riva 500 👍💙👍2 · 28 November 2016 at 03:50Remove"
Mackael we suggest you to follow Fiat Automóveis Brasil in order to discover all the news about the Fiat world in your area.,Andrea Noemi  Casi dos meses sin Bartolo ( mi fiat 500 rojo) finde en casa porque no podemos pasear! sera que lo tienen de maceta en el servicio técnico??2 December 2016 at 09:32Remove
Jesse Villanueva look! It has my name! Im going to have to get one now! Lol,Mehul Prajapati  India launch?24 November 2016 at 09:02Remove
When it's coming to India ??,Fiat  Mehul follow Fiat India offial Facebook Page in order to discover all the news about Fiat in your area.25 November 2016 at 02:39Remove
Sakthi we understand that. That's why we suggest you to follow Fiat India page. Our collegues will inform you when this car will be available in your area.,Sean Marshall Palmer  American market?25 November 2016 at 06:06Remove
This is going to be ours very soon :),Fiat  Sean follow FIAT USA Facebook Page. Our colleagues will update you with all the news about the Fiat World in your area.25 November 2016 at 08:51Remove
Finnur good choice :),"Kim Eppenstiner  Love my ""L"". This car can do haul most anything and is so fun to drive!22 November 2016 at 18:38Remove"
#24 dias Bartolo ( fiat 500) sigue en el servicie sin diagnostico ... lo extraño!! Cuando daran una solucion??,Fiat  :)23 November 2016 at 00:52Remove
"# 22 dias sin Bartolo ( mi fiat 500) al dia de hoy sin diagnostico . Gracias Fiat Moena , Gracias Fiat reclamo 206731 y 208850",MarJoe Davidson  I will be so glad when Black Friday is over so your  awful Santa ad that has been playing over and over will be gone. not going to buy a Fiat from that ad. Check out Mercedes Benz Santa ad. much classier.23 November 2016 at 21:54Remove
We are waiting for sedan,Glenn Collie  The reversing cameras are a great idea ..but why not take it one step father...put a camera at the side of the back of your cars vans and SUVs  ..when you trying to get out of a parking lot and a truck or SUV is parked beside you it's impossible to see...See more1 · 21 November 2016 at 05:48Remove
Tanti auguri a teTanti auguri a teTanti auri #Fiat124Spider ...See more,"Andrea Noemi  45 días sin Bartolo ( fiat 500 ) lo extrañamos !!! de Fiat Argentina nos informan que debemos comunicarnos con taller , en taller que el supervisor nos va a llamar , y así pasan las semanas sin el diagnostico de cual es el problema del auto .21 November 2016 at 09:14Remove"
🍰🍰🍰 :),Ron Swisa חרא של רכב!!! לא להתקרב. אומנם הורידו את מחיר הרכב. אבל צריך לקחת בחשבון שבעוד שנה יתחילו בעיות ותקלות בסכום של עד 30 אלף שקל.24 November 2016 at 00:45Remove
Johnathon Kellargias Justin Petrovski 🍰🍰🍰🍰🍰🍰🍰🍰🍰🍰Fiat 4 Lyfe,"Shrikant Nikam  Yes , Driven by passion20 November 2016 at 09:12Remove"
When it's going to come to India }?,Paul Benedetto  2012 500 Abarth. =D Rosalina is her name and she's my baby.5 · 18 November 2016 at 11:40Remove
Khan we suggest you to follow Fiat India Facebook page in order to discover all the news of Fiat in your area. Have a nice day. :),Misael Contreras  Turbo 😉6 · 17 November 2016 at 16:07Remove
Marea liberty stop lambaları türkiyede yok araç lar tırafik muayeneden geçmiyor müşterilerini yokluğa mahkum eden kötü marka,"Jay Meigs-Mcdonald  Your ""Christmas"" ad is disgusting. I'd never buy a car from such a low-class company.5 · 16 November 2016 at 18:35 · EditedRemove"
"Fabio Madureira - Corretor de seguros, atendimento para todo o Brasil!! telefone para contato > 81 986773871 (oi)   81 997012344(tim)",Petr Klinovský  Forza CITI!😂👍16 November 2016 at 10:41Remove
Hola pregunto por mi premio Maca de jodedores,"Ricardo Alberto Gil Pasquel  i am so disappointed for the dealership in Lima, lack of professionalism from the staff plus the luck of knowledge of the products as well16 November 2016 at 08:04Remove"
My sexy Fiat 500 lounge 2014 😍😘,"Jay Meigs-Mcdonald  Your ""Christmas"" ad is disgusting. I'd never buy a car from such a low-class company.4 · 16 November 2016 at 18:34 · EditedRemove"
I love my 500X,Mackael Nascimento  when you will arrive in Brazil?1 · 11 November 2016 at 08:01Remove
It will be nice to have more Fiat models in US... even if I love my 500X,Fiat  Mackael we suggest you to follow Fiat Automóveis Brasil in order to discover all the news about the Fiat world in your area.14 November 2016 at 02:43Remove
Boo Fiat... this company is a car version of a blood sucking vampire!,April Glass  Jesse Villanueva look! It has my name! Im going to have to get one now! Lol1 · 16 November 2016 at 10:56Remove
Looks good...Fiat is untrustworthy so that's like marrying a good looking blond with no morals or brain!,Sakthi  When it's coming to India ??10 November 2016 at 03:58Remove
2004 marea liberty stop lambaları türkiyede yok müşterileriniz kara borsacılara mahkum,Fiat  Sakthi we understand that. That's why we suggest you to follow Fiat India page. Our collegues will inform you when this car will be available in your area.1 · 10 November 2016 at 06:14Remove
Looks a little cab,Milovan Dragica Đurić  1 · 10 November 2016 at 03:39Remove
😉👍,Finnur Victorssonur Carlsen  This is going to be ours very soon :)1 · 9 November 2016 at 14:11Remove
I would love to see that on our roads. Sad part is that they are well built cars but should be serviced outside Fiat service stations,Fiat  Finnur good choice :)1 · 10 November 2016 at 00:54Remove
"Meu Uno 14/15 novinho e já quebrou a mola do botão de pisca alerta, e pior que só troca a chave completa dos comandos de luz. Além do mais, esse botão ficou atrás do volante, uma situação de perigo se precisar, pois tem que passar a mão por dentro do volante para acioná-lo.",Andrea Noemi  #24 dias Bartolo ( fiat 500) sigue en el servicie sin diagnostico ... lo extraño!! Cuando daran una solucion??1 · 9 November 2016 at 07:18Remove
"Should have asked a German about FIAT. Nicely looking but Italian engineering. They can do coffee makers, though. Good luck.","Andrea Noemi  # 22 dias sin Bartolo ( mi fiat 500) al dia de hoy sin diagnostico . Gracias Fiat Moena , Gracias Fiat reclamo 206731 y 2088508 November 2016 at 05:04Remove"
Nevšední krásný Fiat :-),Semih Aydoğdu  We are waiting for sedan3 · 9 November 2016 at 08:21Remove
2004 model marea libertim var sol stop lambası çatlak ve araç muayeneden geçmiyor servis fabrikaya sordu üretillmiyor diyor bu araç muayeneden nasıl geçicek,Elizabeth Ortiz Castorani  Tanti auguri a teTanti auguri a teTanti auri #Fiat124Spider ...See more3 November 2016 at 01:06Remove
"Love it! Here's my baby. :) Same color scheme, just flipped around.   I love it!",Fiat  🍰🍰🍰 :)3 November 2016 at 01:53Remove
;),Dominic Prestia  Johnathon Kellargias Justin Petrovski 🍰🍰🍰🍰🍰🍰🍰🍰🍰🍰Fiat 4 Lyfe3 · 3 November 2016 at 01:09Remove
Lingotto??,Khan Fatuh  When it's going to come to India }?2 November 2016 at 08:51Remove
Luis yes ;),Fiat  Khan we suggest you to follow Fiat India Facebook page in order to discover all the news of Fiat in your area. Have a nice day. :)1 · 3 November 2016 at 01:54Remove
"#fiat, u are missing on a market called India...",Mete Uygun  Marea liberty stop lambaları türkiyede yok araç lar tırafik muayeneden geçmiyor müşterilerini yokluğa mahkum eden kötü marka1 · 2 November 2016 at 06:44Remove
El nombre del tema musical en TV ??,"Fatos Desconhecidos  Fabio Madureira - Corretor de seguros, atendimento para todo o Brasil!! telefone para contato > 81 986773871 (oi)   81 997012344(tim)1 November 2016 at 15:19Remove"
"I bought a fiat 500x trekking in June of 2016, I was so happy with the styling & one really proud owner.Then came November of this year & it's been one problem after the next. Systems update, thermostat needed to be replaced!!! & problems with the sunroof. ...See more",Leonardo Hernández  Hola pregunto por mi premio Maca de jodedores1 November 2016 at 04:45Remove
Michelle we are sorry to read what happened to you. in this case we suggest you to contact FIAT USA official page. They will give you all the support you need.,Marie-Ève Lizé  My sexy Fiat 500 lounge 2014 😍😘4 · 31 October 2016 at 13:32Remove
Great design Fiat 500X!,Elsa M Pagliery  I love my 500X1 · 31 October 2016 at 15:06Remove
Thanks ;),Ana Rita Cristiano  It will be nice to have more Fiat models in US... even if I love my 500X1 · 31 October 2016 at 15:36Remove
Is this in US yet?,Sefa Tastan  11 November 2016 at 10:27Remove
"Hi Christina, we suggest you to follow FIAT USA in order to discover all the news about the Fiat world in your area. Have a nice day. :)",Barbara Schwartz  Boo Fiat... this company is a car version of a blood sucking vampire!30 October 2016 at 10:49 · EditedRemove
will fiat Tipo be launched in India,Barbara Schwartz  Looks good...Fiat is untrustworthy so that's like marrying a good looking blond with no morals or brain!30 October 2016 at 10:36Remove
"I love this car it will b my first car to buy,,, but when it will b lunch in pakistan... I seen it somewher that fiat is intresting to lunch in pakistan....",Mete Uygun  2004 marea liberty stop lambaları türkiyede yok müşterileriniz kara borsacılara mahkum28 October 2016 at 07:42Remove
Drove from Toronto to Tijuana in our 500L - can't wait to do it again!,Mateus Rafael  Looks a little cab3 · 28 October 2016 at 07:02Remove
Fiat Team should also concentrate on the Indian Automobile Market where in they once had a strong hold with their superior product lineup. Now India is one of the major hub in the field of automobile sector specially recognized as symbol of growth for auto manufacturing companies.,Rafael Raguž  😉👍6 · 26 October 2016 at 09:38Remove
Holy somos un matrimonio q tenemos un Fíat cinquecento y nesecitamos con urgencia los ópticos delanteros y no le hemos podido encontrar alguien tuviera la amabilidad de ayudarnos pliss,Mansoor Ahmed  I would love to see that on our roads. Sad part is that they are well built cars but should be serviced outside Fiat service stations25 October 2016 at 20:47 · EditedRemove
Supported Fiat business for 3 years. Hope to continue down the road.,"Josemberg Leal  Meu Uno 14/15 novinho e já quebrou a mola do botão de pisca alerta, e pior que só troca a chave completa dos comandos de luz. Além do mais, esse botão ficou atrás do volante, uma situação de perigo se precisar, pois tem que passar a mão por dentro do volante para acioná-lo.25 October 2016 at 06:01Remove"
FIAT 500S REALLY A BAD BOYS DRIVE No Quietness Only Aggressiveness with stylish,"Tom M Hans  Should have asked a German about FIAT. Nicely looking but Italian engineering. They can do coffee makers, though. Good luck.25 October 2016 at 03:44Remove"
Hello #FIAT - any plans to launch these in India?,Libor Kadlec  Nevšední krásný Fiat :-)21 October 2016 at 08:42Remove
"Hi Jasper, Nimin and Tushar. We suggest you to follow Fiat India Facebook page. Our colleague will inform you about all the news of the Fiat world in your area. Have a nice day. :)",Mete Uygun  2004 model marea libertim var sol stop lambası çatlak ve araç muayeneden geçmiyor servis fabrikaya sordu üretillmiyor diyor bu araç muayeneden nasıl geçicek20 October 2016 at 02:01Remove
Very nice color 👍👀👍500C that color?,Mete Uygun  20 October 2016 at 02:03Remove
The colour of this 500S is matt Alpi Green. :),"Jean Pierre  Love it! Here's my baby. :) Same color scheme, just flipped around.   I love it!9 · 17 October 2016 at 09:25Remove"
I need to contact Fiat USA with ALL the issues I've had with my Fiat Pop 500 - 2012!,Fiat  ;)1 · 18 October 2016 at 02:30Remove
"Wouldn't a proper ""America Edition"" car not only have an automatic, but also be jacked up a couple of feet and include a Hellcat Hemi? ;-)",Luis Franco  Lingotto??17 October 2016 at 15:50Remove
"Mick if your stuck for Christmas gift ideas for me, here is a suggestion.",Fiat  Luis yes ;)1 · 18 October 2016 at 02:30Remove
i am big Fiat fan but its just one model available in india.,"Ketan Astik  #fiat, u are missing on a market called India...4 · 14 October 2016 at 06:26Remove"
Bring the red one!!!,J Barragán De Quevedo  El nombre del tema musical en TV ??14 October 2016 at 18:44Remove
Fantasic boat and fantastic Riva 500.....from FCA Fiat & Chrysler group,"Michelle Ward-Elliott  I bought a fiat 500x trekking in June of 2016, I was so happy with the styling & one really proud owner.Then came November of this year & it's been one problem after the next. Systems update, thermostat needed to be replaced!!! & problems with the sunroof. ...See more24 January at 09:13Remove"
ALL ARE ALL THE SAME COLOR RIVA WANTS BLUE WONDERFUL OBMAESTRA,Fiat  Michelle we are sorry to read what happened to you. in this case we suggest you to contact FIAT USA official page. They will give you all the support you need.25 January at 08:09Remove
Yo quiero uno de esos.,Dragan Djurdjev  Great design Fiat 500X!5 · 12 October 2016 at 02:37Remove
😊😆😘👍🏻👏🏼👏🏼👏🏼👏🏼💕,Fiat  Thanks ;)3 · 12 October 2016 at 03:47Remove
👍👀👍🎂👍,Christina Arra Panzarella  Is this in US yet?1 · 11 October 2016 at 06:44Remove
Goyal Ketan Frederick follow our official Fiat India Facebook page in order to find out  all the news in your area. :),"Fiat  Hi Christina, we suggest you to follow FIAT USA in order to discover all the news about the Fiat world in your area. Have a nice day. :)11 October 2016 at 08:29Remove"
Why dont u launch this in india?It can re-establish ur image here.really can be a game changer for u.,Vikram Sekhani  will fiat Tipo be launched in India2 · 14 October 2016 at 03:17Remove
Mariana Brasil saudades do meu baby 😭❤️,"Alii Khn  I love this car it will b my first car to buy,,, but when it will b lunch in pakistan... I seen it somewher that fiat is intresting to lunch in pakistan....13 October 2016 at 00:26Remove"
하트하트하트,Aleks Stanojcic  Drove from Toronto to Tijuana in our 500L - can't wait to do it again!2 · 10 October 2016 at 15:12Remove
PRESENTES PARA MIM BRILHAR FIAT WERPLASHY BRILHANTES 937615428 CONVITES TOMANDO GUARANA ANTÁRTICA ZOUNFLYIJ SENSACIONAL BUTIEIRINHO SOBRE BARRO BRANCO TESOURO DDE ITAPERUÇU PARANÁ BRASIL INCOMPARÁVEL PODER!,Cars Buses  Fiat Team should also concentrate on the Indian Automobile Market where in they once had a strong hold with their superior product lineup. Now India is one of the major hub in the field of automobile sector specially recognized as symbol of growth for auto manufacturing companies.1 · 8 October 2016 at 14:22Remove
Wow that is gorgeous,Dowon Kang  16 · 7 October 2016 at 07:24Remove
This will be my car in a couple years! I loved my 500L but can't have it here in the city where I'm living now. The Spider will be my graduation present!,Dowon Kang  4 · 6 October 2016 at 07:01Remove
"Your multijet engine in India is called ""The National Engine"" used in too many cars but unfortunately the story is reverse for your cars. Fiat cars deserve more, please fix your issues here. Indian petrolheads love Fiat",Elizabeth Andrea Contreras Lozada  Holy somos un matrimonio q tenemos un Fíat cinquecento y nesecitamos con urgencia los ópticos delanteros y no le hemos podido encontrar alguien tuviera la amabilidad de ayudarnos pliss8 October 2016 at 06:07Remove
Y do u post the pics of cars u hv no intentions to launch . ur offering for us Indians will always be confined to punto and linea. Or a bit modified punto and linea.,Cho Kos  2 · 5 October 2016 at 08:25Remove
"Disculpas, pero como comentario constructivo, no es conveniente , por seguridad, que se pueda leer y/o responder con esta pantalla. Le quita atención al conductor y puede generar accidentes. Slds.",Blake Herder  Supported Fiat business for 3 years. Hope to continue down the road.4 October 2016 at 16:33Remove
Why #fiat why.. why are these cars not built in India.. after driving a Fiat there is nothing else that can excite someone,Vishad Bindal  FIAT 500S REALLY A BAD BOYS DRIVE No Quietness Only Aggressiveness with stylish1 · 4 October 2016 at 09:29Remove
"Ojo, No compren Fiat en Colombia, ellos no responden por repuestos, llevo 3 meses solicitando un repuesto y nadie me da respuesta, en Colombia no responde la Fiat ojo.....",Jasper JR Wince  Hello #FIAT - any plans to launch these in India?3 October 2016 at 23:51Remove
Que va a pasar con Fiat en Colombia estamos sin representación desde hace algunos meses y eso no es sano para la marca.,"Fiat  Hi Jasper, Nimin and Tushar. We suggest you to follow Fiat India Facebook page. Our colleague will inform you about all the news of the Fiat world in your area. Have a nice day. :)5 October 2016 at 01:41Remove"
"Please bring back to Brazil... We Need Station Wagons, SUV not more.",Jyrki Kujanpää  Very nice color 👍👀👍500C that color?3 · 1 October 2016 at 02:48Remove
"Hi Djalma, we suggest you to follow Fiat Automóveis Brasil. The will give you all the informations you need. Have a nice day. :)",Fiat  The colour of this 500S is matt Alpi Green. :)2 · 5 October 2016 at 05:41Remove
Maybe Fiat should concentrate on having a happy owner instead of releasing new models.... My 500 pop 2012 has been in the shop so often the staff know me by name... Not funny!,Barbara Schwartz  I need to contact Fiat USA with ALL the issues I've had with my Fiat Pop 500 - 2012!9 October 2016 at 11:30Remove
"No he podido disfrutar mi Fíat uno way problemas de fábrica. Temperatura y detonaciónes por tubo de escape , auto con Menos 3 meses de utilidad, espero pronta solución con cambio de la unidad","Bryan Pizzuti  Wouldn't a proper ""America Edition"" car not only have an automatic, but also be jacked up a couple of feet and include a Hellcat Hemi? ;-)2 · 1 October 2016 at 05:26Remove"
"Ojo, No compren Fiat en Colombia, ellos no responden por repuestos, llevo 3 meses solicitando un repuesto y nadie me da respuesta, en Colombia no responde la Fiat ojo.....","Vicki Montesano  Mick if your stuck for Christmas gift ideas for me, here is a suggestion.1 · 1 October 2016 at 00:39 · EditedRemove"
"Wow!, different from the Panda I had in the late 80's, Nice",Pankaj Bhardwaj  i am big Fiat fan but its just one model available in india.1 · 1 October 2016 at 00:12Remove
Thank you so much for sharing it! 😍😍😍,Aziz Akay  Bring the red one!!!1 · 30 September 2016 at 17:35Remove
"My 2014 500L has been sitting in the shop now for 3 weeks. Transmission problems, condenser went out etc.  Warranty is out...",Rune Aas-Eng  Fantasic boat and fantastic Riva 500.....from FCA Fiat & Chrysler group7 · 29 September 2016 at 02:40Remove
قمة الاناقه والروعه بدون منافس... اكيد سعرها مرتفع,Riva Martin  ALL ARE ALL THE SAME COLOR RIVA WANTS BLUE WONDERFUL OBMAESTRA12 December 2016 at 07:28Remove
"ой, какая конфетка!",Jose Jimenez Chireno  Yo quiero uno de esos.29 September 2016 at 04:24Remove
Any update on dealership in Mumbai city...????,Cheff Kenzo  1 · 2 October 2016 at 13:39Remove
"Hi Abhijeet, we suggest you to follow our official Fiat India   Facebook page. They will give you all the information you need. Have a nice day. :)",Cheff Kenzo  1 · 2 October 2016 at 13:39Remove
Je cherche une pareille année 2014,Jun-oh Ahn  😊😆😘👍🏻👏🏼👏🏼👏🏼👏🏼💕1 · 27 September 2016 at 04:06Remove
When you are going to launch in India,Jyrki Kujanpää  👍👀👍🎂👍27 September 2016 at 05:53Remove
"Hi Jevin, we suggest you to follow our official Fiat India Facebook page. They will give you all the information you need. Have a nice day. :)",Fiat  Goyal Ketan Frederick follow our official Fiat India Facebook page in order to find out  all the news in your area. :)1 · 27 September 2016 at 02:31Remove
Aaaaa Fiat Egea 💣,Rajat Goyal  Why dont u launch this in india?It can re-establish ur image here.really can be a game changer for u.3 · 27 September 2016 at 02:04Remove
Beautiful Car!,Amanda Brasil  Mariana Brasil saudades do meu baby 😭❤️1 · 26 September 2016 at 07:34Remove
;),창휘  하트하트하트26 September 2016 at 15:28Remove
Fiat 124 spider rocks 😍😍😍😍😍😍😍😍😍😍😍😍 but I wonder if there will be a normal one I mean not a convertible,Acir José Bittencourt Vaz Correa  PRESENTES PARA MIM BRILHAR FIAT WERPLASHY BRILHANTES 937615428 CONVITES TOMANDO GUARANA ANTÁRTICA ZOUNFLYIJ SENSACIONAL BUTIEIRINHO SOBRE BARRO BRANCO TESOURO DDE ITAPERUÇU PARANÁ BRASIL INCOMPARÁVEL PODER!14 February at 12:54Remove
Off road Fiat 500X is perfect look!!,Valeria Petkova  24 September 2016 at 09:24Remove
Is this car cmming to India? I m planning to purchase,Benjamin T. Cook  Wow that is gorgeous3 · 23 September 2016 at 03:48Remove
"Hi Pankaj Bhardwaj, we suggest you to follow Fiat India. They will give you all the informations you need. :)",Jo-Ann Christina  This will be my car in a couple years! I loved my 500L but can't have it here in the city where I'm living now. The Spider will be my graduation present!1 · 23 September 2016 at 08:26Remove
I am tired of following up with FIAT India for a Linea Model. I like the model & would like  to check it before buying. Very casual approach. Dealer is more casual. God save,"Mansoor Ahmed  Your multijet engine in India is called ""The National Engine"" used in too many cars but unfortunately the story is reverse for your cars. Fiat cars deserve more, please fix your issues here. Indian petrolheads love Fiat1 · 22 September 2016 at 10:42Remove"
B.) for Beautiful <3,Aman Rana  Y do u post the pics of cars u hv no intentions to launch . ur offering for us Indians will always be confined to punto and linea. Or a bit modified punto and linea.23 September 2016 at 02:43Remove
:D,"Claudio Asigliano  Disculpas, pero como comentario constructivo, no es conveniente , por seguridad, que se pueda leer y/o responder con esta pantalla. Le quita atención al conductor y puede generar accidentes. Slds.21 September 2016 at 05:12Remove"
Its b :),Ketan Astik  Why #fiat why.. why are these cars not built in India.. after driving a Fiat there is nothing else that can excite someone2 · 21 September 2016 at 21:44 · EditedRemove
Shadi ;),"Jorge Tellez  Ojo, No compren Fiat en Colombia, ellos no responden por repuestos, llevo 3 meses solicitando un repuesto y nadie me da respuesta, en Colombia no responde la Fiat ojo.....21 September 2016 at 11:14Remove"
Ideal en color blanco a mi gusto.,Sebastian Bravo Florez  Que va a pasar con Fiat en Colombia estamos sin representación desde hace algunos meses y eso no es sano para la marca.20 September 2016 at 16:02Remove
www.kralpaspas.com,"Djalma Vieira Cristo Neto  Please bring back to Brazil... We Need Station Wagons, SUV not more.19 September 2016 at 22:02Remove"
when will launch in india,"Fiat  Hi Djalma, we suggest you to follow Fiat Automóveis Brasil. The will give you all the informations you need. Have a nice day. :)1 · 20 September 2016 at 03:01Remove"
"Hi G S Daksh, we suggest you to follow our official Fiat India page. They will give you all the information you need. Have a nice day.",Haitham Badawy  2 · 19 September 2016 at 04:00Remove
It would be so nice if Fiat would expand the American lineup.,Barbara Schwartz  Maybe Fiat should concentrate on having a happy owner instead of releasing new models.... My 500 pop 2012 has been in the shop so often the staff know me by name... Not funny!21 September 2016 at 11:51Remove
"De las peores marcas de carro en Colombia, los repuestos son difíciles de conseguir además de ser carísimos. I hate you FIAT!!","Claudio Parraguez Encina  No he podido disfrutar mi Fíat uno way problemas de fábrica. Temperatura y detonaciónes por tubo de escape , auto con Menos 3 meses de utilidad, espero pronta solución con cambio de la unidad17 September 2016 at 06:53Remove"
"Fiat u have given us a shock in Jeep brand pricing in India already, twice the cost !","Jorge Tellez  Ojo, No compren Fiat en Colombia, ellos no responden por repuestos, llevo 3 meses solicitando un repuesto y nadie me da respuesta, en Colombia no responde la Fiat ojo.....21 September 2016 at 08:11Remove"
سعرها كام,"Nanette Siemer  Wow!, different from the Panda I had in the late 80's, Nice15 September 2016 at 12:08Remove"
"Fiat India, Without having a proper service network, any car you bring to India will fail. Hope you just enjoy by supplying engines to other manufacturers...",Gabriele Zannotti  Thank you so much for sharing it! 😍😍😍6 · 15 September 2016 at 03:15Remove
This will launched in India in next century for sure...till them there will be thosusand version of punto and linea launched.,Michael Devlyn  3 · 15 September 2016 at 05:28Remove
"I love my 500L ......it is loaded, with every option you could possibly want, including beats audio! The ride itself, is unreal for a smaller car! :)",Tere Izquierdo Montalvo  3 · 14 September 2016 at 09:40Remove
Same kind of problem in Brazil: Galera não recomendo que vocês comprem fiat. Comprei um punto blackmotion 0km recentemente comecóu a fazer uns barulhos e vi que falta uma peça do porta luvas a qual a fiat se negou a me entregar. Seguem as fotos:Carro...See more,"Marky Moth  My 2014 500L has been sitting in the shop now for 3 weeks. Transmission problems, condenser went out etc.  Warranty is out...14 September 2016 at 10:42Remove"
Is it compatible with Android Auto?,حمدي عثمان قمة الاناقه والروعه بدون منافس... اكيد سعرها مرتفع2 · 13 September 2016 at 06:19Remove
"Hi Nick, currently our system is not compatible with Android Auto but it’s something that we are working on. Meanwhile, you can download the Uconnect LIVE app from Google Play Store and try out the exclusive features of our connected services. Find out more on Uconnect LIVE website   https://www.driveuconnect.eu/en/features/uconnectlive Have a nice day.”","Елена Сабба  ой, какая конфетка!1 · 13 September 2016 at 07:45Remove"
Wish I could get uConnect in my 2015 Fiat 500. Not a fan of blue & me,Abhijeet Saha  Any update on dealership in Mumbai city...????2 · 12 September 2016 at 08:14Remove
Ah I miss my Panda so much soon again bring back to South Africa u freaky Fiat,"Fiat  Hi Abhijeet, we suggest you to follow our official Fiat India   Facebook page. They will give you all the information you need. Have a nice day. :)12 September 2016 at 08:21Remove"
super kleines Auto zum einkaufen.,Mohamed El Baz Guidoum  Je cherche une pareille année 20141 · 12 September 2016 at 07:09Remove
This is a real masterpiece...1969 124AS Fiat Spider!,Jevin Pereira  When you are going to launch in India1 · 9 September 2016 at 06:29Remove
