comments,
Love mine !! Had my CRV 2016 black edition for 3 weeks . Looked Nasty and mean !! Kind da bad boy! Beautiful ride. Well worth it 💪👍,Kenneth Webster  Love mine !! Had my CRV 2016 black edition for 3 weeks . Looked Nasty and mean !! Kind da bad boy! Beautiful ride. Well worth it 💪👍3 · 8 March 2016 at 10:46Remove
Your CRV looks awesome Kenneth! Thanks for sharing this pic with us. #HondaLove,Honda  Your CRV looks awesome Kenneth! Thanks for sharing this pic with us. #HondaLove1 · 8 March 2016 at 14:21Remove
my love ...,Mansoor Khan  my love ...33 · 8 March 2015 at 04:41Remove
Beast best . . .I love honda,Master Jay  Beast best . . .I love honda1 · 27 March 2015 at 07:04Remove
Can't wait for the VTEC® Turbo 4-cylinder engines!!!,Moe Arkar Soe  3 · 23 February 2015 at 10:56Remove
Cool stuff! Anything about a #TypeR for the U.S.?,Daniel Jackson  Can't wait for the VTEC® Turbo 4-cylinder engines!!!5 · 14 January 2015 at 07:10Remove
"Honda Amaze destroyed my budget & shattered all my dreams. Myself Sachin Malik owner of SMT model of AMAZE in diesel HR 02S 0534, had bought this car in May 2015 and in July 2015 before completing 2 months stopped in Delhi due to water/rain. After gett...See more",Brian Loughman  Cool stuff! Anything about a #TypeR for the U.S.?5 · 13 January 2015 at 17:45Remove
"Good morning, thanks for reaching out to us. We are sorry to hear about this and apologize for the inconvenience. We are with American Honda Motor Co. and deal mainly with Honda vehicles made for sale and use within the United States. Please try contacting http://honda.us/h2g for further assistance. We hope this helps. ^NM","Sachin Malik  Honda Amaze destroyed my budget & shattered all my dreams. Myself Sachin Malik owner of SMT model of AMAZE in diesel HR 02S 0534, had bought this car in May 2015 and in July 2015 before completing 2 months stopped in Delhi due to water/rain. After gett...See more6 · 3 August 2015 at 04:15Remove"
Have an '05 Coupe that I've owned since '06. Love the car. Not sure what year the next Coupe I will own will be as I have no immediate plans to buy another. The V6 version with manual 6-speed is the way to go for this car.,"Honda  Good morning, thanks for reaching out to us. We are sorry to hear about this and apologize for the inconvenience. We are with American Honda Motor Co. and deal mainly with Honda vehicles made for sale and use within the United States. Please try contacting http://honda.us/h2g for further assistance. We hope this helps. ^NM4 · 4 August 2015 at 09:40Remove"
http://news.yahoo.com/honda-fined-70m-not-reporting-death...,Brad Kozell  Have an '05 Coupe that I've owned since '06. Love the car. Not sure what year the next Coupe I will own will be as I have no immediate plans to buy another. The V6 version with manual 6-speed is the way to go for this car.12 · 6 January 2015 at 08:37Remove
I love parades. <3 <3 <3 <3,Bill Nulman  http://news.yahoo.com/honda-fined-70m-not-reporting-death...3 · 8 January 2015 at 13:26Remove
hi everyone.. i'm here to inform everyone about the services and treatment that we get from honda if our honda car having some technical problem.. i own a honda jazz hybrid cbu year 2012 august bought from honda malaysia.. i'm sure there is a lot of pe...See more,Kindsay Boden  I love parades. <3 <3 <3 <31 · 18 February 2015 at 18:50Remove
Screw Honda and the national action network and Al Sharpton,Marcus Teh  hi everyone.. i'm here to inform everyone about the services and treatment that we get from honda if our honda car having some technical problem.. i own a honda jazz hybrid cbu year 2012 august bought from honda malaysia.. i'm sure there is a lot of pe...See more2 · 4 September 2015 at 00:48Remove
I saw this link indicating a raffle promo which gives different colors of BMW R8. I hope I'll win this time! http://goo.gl/x73cvG,John Crabtree  Screw Honda and the national action network and Al Sharpton10 · 2 January 2015 at 11:11Remove
"Well sign Jenson Button , He's loved in the UK and Japan, and one of the best and most knowledgable drivers on the grid! Plus, if you don't you'll fail at the first hurdle as so many of us fans will leave you!",Leila Sanque Castaneda  I saw this link indicating a raffle promo which gives different colors of BMW R8. I hope I'll win this time! http://goo.gl/x73cvG65 · 17 December 2014 at 08:56Remove
"Well why the feck have you got rid of the accord from the U.K.s lineup. It had been very successful in the past and you have discontiued it with the excuse people are moving to crossovers, well why are ford still producing the mondeo.                              If Honda are believers in the power of dreams don't give up on cars like the Accord.","David Beattie  Well sign Jenson Button , He's loved in the UK and Japan, and one of the best and most knowledgable drivers on the grid! Plus, if you don't you'll fail at the first hurdle as so many of us fans will leave you!9 · 2 December 2014 at 13:28Remove"
"I don't know where this commercial originated that's being shown on Houston TV channels, but it is so bad I wouldn't consider buying a Honda because of it.  So irritating and completely stupid!!!","Tom Slater  Well why the feck have you got rid of the accord from the U.K.s lineup. It had been very successful in the past and you have discontiued it with the excuse people are moving to crossovers, well why are ford still producing the mondeo.                              If Honda are believers in the power of dreams don't give up on cars like the Accord.3 · 17 December 2014 at 14:19Remove"
I wish Honda would give me prompt service with my paint issues instead of asking me to pay $1000 to fix their problem.,"Wanda Crider McGhee  I don't know where this commercial originated that's being shown on Houston TV channels, but it is so bad I wouldn't consider buying a Honda because of it.  So irritating and completely stupid!!!4 · 27 October 2014 at 08:04Remove"
Just make sure you Fit into your budget the expense of having pay part of the expense to  fix the terrible paint job Honda does on the car,Mark Hudson  I wish Honda would give me prompt service with my paint issues instead of asking me to pay $1000 to fix their problem.3 · 27 October 2014 at 06:16Remove
Come see me at Serra Honda in Birmingham. I have great deals on Honda Fits.,Mark Hudson  Just make sure you Fit into your budget the expense of having pay part of the expense to  fix the terrible paint job Honda does on the car3 · 25 October 2014 at 09:11Remove
"I have purchased Honda Pilot on 2nd July 2015, have paid additional 799 AED for 3 M Tint, Additional 1699 for interior and paint protection, but when the car was delivered it was having stains inside the Roof, Roof handles and seat which was communicat...See more",Ashley Abrams  Come see me at Serra Honda in Birmingham. I have great deals on Honda Fits.3 · 30 October 2014 at 16:04Remove
"Good morning, thank you for contacting us. We are with American Honda Motor Co. and deal mainly with Honda vehicles made for sale and use within the United States. Please try contacting http://honda.us/e3 for further assistance. We hope this helps. ^NM","Imran Bhatti  I have purchased Honda Pilot on 2nd July 2015, have paid additional 799 AED for 3 M Tint, Additional 1699 for interior and paint protection, but when the car was delivered it was having stains inside the Roof, Roof handles and seat which was communicat...See more3 · 13 July 2015 at 15:37Remove"
MDX 2010 - CIVIC 1993,"Honda  Good morning, thank you for contacting us. We are with American Honda Motor Co. and deal mainly with Honda vehicles made for sale and use within the United States. Please try contacting http://honda.us/e3 for further assistance. We hope this helps. ^NM2 · 15 July 2015 at 08:10Remove"
Car goes for servicing next day the fuel pump is spoilt. My 2 year old honda city has run for 3500 km's. Is this a joke. Complaint id is 1-6339957063.From honda 121,Daniel Ruiz  MDX 2010 - CIVIC 199370 · 18 September 2014 at 18:00Remove
Thank you for reaching out to us. Can you please verify what country you are in? Thank you. ^RB,Anurodh Sharma  Car goes for servicing next day the fuel pump is spoilt. My 2 year old honda city has run for 3500 km's. Is this a joke. Complaint id is 1-6339957063.From honda 1211 · 9 February at 08:52Remove
"Hello Honda team, I am having the worst car experience in my life with the brand new Accord Coupe that I bough few days ago in UAE. I wanted to reach the head office to make a complaint but I could not! Looking forward your feedback and to explain the problem. Thanks.",Honda  Thank you for reaching out to us. Can you please verify what country you are in? Thank you. ^RB9 February at 09:17Remove
Thank you for contacting us.  We are with American Honda Motor Co. and deal mainly with Honda vehicles made for sale and use within the United States. Please check out http://honda.us/u7w. ^SP,"Amr Daoud  Hello Honda team, I am having the worst car experience in my life with the brand new Accord Coupe that I bough few days ago in UAE. I wanted to reach the head office to make a complaint but I could not! Looking forward your feedback and to explain the problem. Thanks.1 · 17 November 2016 at 22:28Remove"
Joseph Lai that would have been fun.,Honda  Thank you for contacting us.  We are with American Honda Motor Co. and deal mainly with Honda vehicles made for sale and use within the United States. Please check out http://honda.us/u7w. ^SP2 · 18 November 2016 at 07:07Remove
Good Job Colombians. Taking top three on the Podium !!!,Phillip Ryder  Joseph Lai that would have been fun.5 · 22 August 2014 at 12:09Remove
https://www.facebook.com/pages/Modifiyeci/405997642825275,Carlos Ospina  Good Job Colombians. Taking top three on the Podium !!!23 · 29 June 2014 at 06:31Remove
"I was injured in a car accident last week. (I was on a bicycle and no Hondas were involved. ) I got injured pretty badly and couldn't find a comfortable position in which to sleep.Honda to the rescue!I got into my wife's Odyssey,  adjusted the seat u...See more",Modifiyeci  https://www.facebook.com/pages/Modifiyeci/40599764282527510 July 2014 at 09:10Remove
We're happy you were able to get some sleep! And we hope you feel better soon! #HondaLove,"Ephraim Lehrer  I was injured in a car accident last week. (I was on a bicycle and no Hondas were involved. ) I got injured pretty badly and couldn't find a comfortable position in which to sleep.Honda to the rescue!I got into my wife's Odyssey,  adjusted the seat u...See more9 · 27 June 2014 at 10:35Remove"
"Here's our current civic. Problem free thus far! Previously owned 2 accords, a 91 and a 99. Both were problem free 300+ thousand kms. 23 years of ownership.",Honda  We're happy you were able to get some sleep! And we hope you feel better soon! #HondaLove4 · 27 June 2014 at 14:30Remove
"Beware if you are planning to buy any HONDA car. Even after having a global recognition, this is is not a reliable brand in India. I bought the Diesel variant of HONDA AMAZE car 2 month back. It stopped in rain (1 ft of water). When I turned up to auth...See more","Matt Piccolo  Here's our current civic. Problem free thus far! Previously owned 2 accords, a 91 and a 99. Both were problem free 300+ thousand kms. 23 years of ownership.44 · 26 June 2014 at 16:22Remove"
"Hello Mr. Malik, thank you for reaching out, we do apologize for the inconvenience and understand how frustrating this can be. We are actually with American Honda and deal mainly with vehicles sold and operated in the United States. Please try www.facebook.com/HondaCarIndia for further assistance. ^GR","Sachin Malik  Beware if you are planning to buy any HONDA car. Even after having a global recognition, this is is not a reliable brand in India. I bought the Diesel variant of HONDA AMAZE car 2 month back. It stopped in rain (1 ft of water). When I turned up to auth...See more2 · 16 July 2015 at 22:56Remove"
"Hey Honda who else isn't fit for your Fit beside people with Narcolepsy. You guys are AWESOME !! How original of your marketing team to make fun of people using stereo types. So clever! How about next you make fun of fat people, old people, people with...See more","Honda  Hello Mr. Malik, thank you for reaching out, we do apologize for the inconvenience and understand how frustrating this can be. We are actually with American Honda and deal mainly with vehicles sold and operated in the United States. Please try www.facebook.com/HondaCarIndia for further assistance. ^GRHonda Car IndiaCars1,442,383 people like this1 · 17 July 2015 at 11:58Remove"
I just like to have HONDA JAZZ TYP R !!!!! So hurry up.,"Olive Brooks  Hey Honda who else isn't fit for your Fit beside people with Narcolepsy. You guys are AWESOME !! How original of your marketing team to make fun of people using stereo types. So clever! How about next you make fun of fat people, old people, people with...See more24 · 22 June 2014 at 07:49Remove"
I want a Honda CRV,Markus Strüwing  I just like to have HONDA JAZZ TYP R !!!!! So hurry up.3 · 9 June 2014 at 12:45Remove
"RECRUITMENT!!! Recruitment!!!.. Nigeria customsservice(N.C.S) 20152016 form is out. Buy andprocess it Online, for more help officer Larry...See more",Alicia Renee McGuire Turner  I want a Honda CRV2 · 9 June 2014 at 12:04Remove
http://palwheelhonda.blogspot.in/,Wichai Dokchan  40 · 8 June 2014 at 19:43Remove
!! Breaking News ! Breaking News!,"Femi James  RECRUITMENT!!! Recruitment!!!.. Nigeria customsservice(N.C.S) 20152016 form is out. Buy andprocess it Online, for more help officer Larry...See more2 · 26 July 2015 at 05:45Remove"
"So happy for Ryan, Andretti Racing and Honda!  Great day for the Great American Race!",Erkut Erdem  45 · 6 June 2014 at 09:49Remove
Congratulations RYAN!!! Yeah go HONDA!!!,Anup Das  http://palwheelhonda.blogspot.in/6 · 27 May 2014 at 13:33Remove
http://palwheelhonda.blogspot.in/,Sai Sharad  !! Breaking News ! Breaking News!6 · 22 May 2014 at 03:30Remove
!! Breaking News ! Breaking News!,"Patrick LaRoche  So happy for Ryan, Andretti Racing and Honda!  Great day for the Great American Race!27 · 25 May 2014 at 13:08Remove"
i luv My civic TOO !!! 1991 Civic DX sTandard. Still gets #40MPG,Hondo Nay  Congratulations RYAN!!! Yeah go HONDA!!!20 · 25 May 2014 at 14:09Remove
https://www.facebook.com/pages/Honda-%C4%B0stanbul-%C3%87etesi/467506713359103?ref=hl honda hastaları bu sayfaya bekleriz,Anup Das  http://palwheelhonda.blogspot.in/6 · 27 May 2014 at 13:33Remove
My Honda accord 85,Sai Sharad  !! Breaking News ! Breaking News!6 · 22 May 2014 at 03:30Remove
My Accord 1 gen :),AJ Scaz  i luv My civic TOO !!! 1991 Civic DX sTandard. Still gets #40MPG49 · 18 April 2014 at 09:23Remove
Honda accord i think,Furkan Kaya  https://www.facebook.com/pages/Honda-%C4%B0stanbul-%C3%87etesi/467506713359103?ref=hl honda hastaları bu sayfaya bekleriz13 · 25 April 2014 at 13:57Remove
Hopefully Michael Bolton was no where near it your cars r good but if I hear that commercial one more time I will never buy another one !!!,Aaron Zelaya Calderon  My Honda accord 8579 · 20 February 2014 at 17:06Remove
"Jamie, I that's why I keep offering my son's band for a new commercial! I can't take it anymore either. They're pretty awesome AND there are a LOT of us band moms driving Odysseys full of band kids!",Horváth Péter  My Accord 1 gen :)108 · 20 February 2014 at 17:02Remove
i smashed my TV last night because of this Michael Bolton Honda comercial that you keep playing. i cant take it any more! please stop the madness!!!!! — feeling annoyed.,Mauricio S Neira  29 · 11 February 2014 at 20:50Remove
Its time for the new Honda Prelude !!!,Arijit Kundu  Honda accord i think5 · 11 February 2014 at 18:38Remove
Honda accord is the best,Jamie Dolinger  Hopefully Michael Bolton was no where near it your cars r good but if I hear that commercial one more time I will never buy another one !!!18 · 3 January 2014 at 10:53Remove
"I'm normally a positive person.  However, I wish Honda would've gotten someone who didn't cover good songs and make them sound worse than the originals.  The voice sounds so strained.","Michelle Newman Carpenter  Jamie, I that's why I keep offering my son's band for a new commercial! I can't take it anymore either. They're pretty awesome AND there are a LOT of us band moms driving Odysseys full of band kids!8 · 3 January 2014 at 10:57Remove"
"I give up. Pls stop the Michael Bolton assault, it's just so awful.",Rich Osborne  i smashed my TV last night because of this Michael Bolton Honda comercial that you keep playing. i cant take it any more! please stop the madness!!!!! — feeling annoyed.12 · 13 December 2013 at 10:44Remove
Great car brand...but Michael Bolton? I will have to trade in my 'man card'. Really bad move Honda.....yikes!,Ernard Vaartjes  Its time for the new Honda Prelude !!!8 · 13 December 2013 at 09:05Remove
#thebest,Syed Zain  Honda accord is the best1 · 29 August 2015 at 06:50Remove
Where's the type R's at Honda!!!!!!!!!,"Joyce Kilgore  I'm normally a positive person.  However, I wish Honda would've gotten someone who didn't cover good songs and make them sound worse than the originals.  The voice sounds so strained.9 · 25 November 2013 at 02:56Remove"
"We’ve read your comments, and the Type R is now in the U.S. Check out our Facebook page today for our live stream from SEMA 2016.","Glendon Hart  I give up. Pls stop the Michael Bolton assault, it's just so awful.9 · 23 November 2013 at 15:35Remove"
Thank you SOOOOOO much Honda!!! Words can not describe how happy I am right now!!!!,Bill Hofmockel  Great car brand...but Michael Bolton? I will have to trade in my 'man card'. Really bad move Honda.....yikes!5 · 22 November 2013 at 17:37Remove
Nice to see Honda showing us modified people some love,Alex Williams  #thebest2 · 22 November 2013 at 11:40Remove
Bring back a new hb or ek,Mark Delgado  Where's the type R's at Honda!!!!!!!!!24 November 2013 at 14:07Remove
https://www.facebook.com/.../%D8%A7.../1392224827684765...,"Honda  We’ve read your comments, and the Type R is now in the U.S. Check out our Facebook page today for our live stream from SEMA 2016.1 November 2016 at 09:57Remove"
"Can you put this as an add on option in the 07/08s? so when the brakes unexpectedly lock up and van gets rear-ended, you can clean up the glass shards and what not?",Alex Singh  Thank you SOOOOOO much Honda!!! Words can not describe how happy I am right now!!!!51 · 19 November 2013 at 17:32Remove
"No, but crunchy pieces of metal are getting in my transmission.",Tyler Kesterson  Nice to see Honda showing us modified people some love23 · 19 November 2013 at 17:08Remove
If it has a k-series I will be first in line to buy one.,Jose Gonzalez  Bring back a new hb or ek6 · 5 November 2013 at 13:24Remove
"Chris, last I read from the Honda news website, the 2016 cr-z will be K series powered.",Abood M. Jetawi  https://www.facebook.com/.../%D8%A7.../1392224827684765...15 November 2013 at 06:54Remove
Honda is the best thats why its all I buy..,"Evan Rhoads  Can you put this as an add on option in the 07/08s? so when the brakes unexpectedly lock up and van gets rear-ended, you can clean up the glass shards and what not?20 · 6 November 2013 at 09:20 · EditedRemove"
We had a blast. Thanks for letting us be a part of their special day. Congrats to Mairead & Kevin. We wish you guys all the happiness in the world!,"Tom Jennings  No, but crunchy pieces of metal are getting in my transmission.14 · 4 November 2013 at 12:26Remove"
(￣▽￣)b,Chris Schackelford  If it has a k-series I will be first in line to buy one.2 · 29 October 2013 at 18:50Remove
Daniel Hall,"Dustin Kastner  Chris, last I read from the Honda news website, the 2016 cr-z will be K series powered.2 · 29 October 2013 at 18:58Remove"
I'm looking forward to going to The Battle of The Bands in 2014.,Kevin Ferreira  Honda is the best thats why its all I buy..5 · 28 October 2013 at 07:44Remove
GREAT!,Shilelagh Law NYC  We had a blast. Thanks for letting us be a part of their special day. Congrats to Mairead & Kevin. We wish you guys all the happiness in the world!4 · 28 October 2013 at 20:42Remove
"Needs more work, I'm sure its a great engine it just doesn't sound F1 ish lol",菅原 ひでき  (￣▽￣)b39 · 25 October 2013 at 10:16Remove
"Wow, that dude said vtech, smdh",Michael Ogilvie  Daniel Hall5 · 25 October 2013 at 08:41Remove
Me too,Pamela Brown  I'm looking forward to going to The Battle of The Bands in 2014.2 · 24 October 2013 at 15:59Remove
https://www.facebook.com/www.citytrack.com.pk,Philip Lwanga Arthur  GREAT!2 · 25 October 2013 at 05:05Remove
"Honda employs many Americans, idiot.","Miguel Angel Moreno  Needs more work, I'm sure its a great engine it just doesn't sound F1 ish lol3 · 17 October 2013 at 20:03Remove"
Honda Dream,"Wes Hardin  Wow, that dude said vtech, smdh3 · 17 October 2013 at 20:30Remove"
I have a Honda Odyssey that is needing it's 5th transmission.  Honda customer service will not help me.  I am asking that Honda take responsibility for its defective part. To top it off Honda has deleted my posting so no one will see it!!!,Saudia S. Watson  Me too2 · 15 October 2013 at 17:36Remove
"LIKE THIS PAGE GUYZ IF UR ARE CAR LOVER OwsM COLLEctIOn of CARS ALL IN IN """"""""THE CARS CLUB"""""" https://www.facebook.com/TheCarsClubs",Abdul Rehman  https://www.facebook.com/www.citytrack.com.pk2 · 26 November 2013 at 04:43Remove
"A boot...... A BOOT? How redneck of a trophy can they come up with you ask? Well, here's a friggin' BOOT!","John W Shepherd  Honda employs many Americans, idiot.5 · 11 October 2013 at 17:50Remove"
And I'll be there parked inside turn 3 next to the wall.,Tevin Abraham  Honda Dream1 · 11 October 2013 at 17:41Remove
I have a Honda Odyssey that is needing it's 5th transmission.  Honda customer service will not help me.  I am asking that Honda take responsibility for its defective part. To top it off Honda has deleted my posting so no one will see it!!!,LisaByron Wilson  I have a Honda Odyssey that is needing it's 5th transmission.  Honda customer service will not help me.  I am asking that Honda take responsibility for its defective part. To top it off Honda has deleted my posting so no one will see it!!!22 October 2013 at 10:01Remove
https://www.facebook.com/photo.php?fbid=597120113685714...,"Jadoography  LIKE THIS PAGE GUYZ IF UR ARE CAR LOVER OwsM COLLEctIOn of CARS ALL IN IN """"""""THE CARS CLUB"""""" https://www.facebook.com/TheCarsClubs19 October 2013 at 03:27Remove"
"Will not be using anything HONDA brand anymore. A/c went out on a 2013 Honda accord. Honda says a ""rock"" hit the condenser. No visible damage can be seen. $600 repair. Honda is nice when it comes to buying cars, BUT when it comes to warranty and repair they will tell you to eat dirt. BE AWARE OF THE BUSINESS PRACTICES OF HONDA.","Tyler Czysz  A boot...... A BOOT? How redneck of a trophy can they come up with you ask? Well, here's a friggin' BOOT!27 · 8 October 2013 at 17:53Remove"
nice looking car,Buster Bodine  And I'll be there parked inside turn 3 next to the wall.17 · 8 October 2013 at 17:31Remove
It is a nice car...I have a Honda fit. I lover Her!,LisaByron Wilson  I have a Honda Odyssey that is needing it's 5th transmission.  Honda customer service will not help me.  I am asking that Honda take responsibility for its defective part. To top it off Honda has deleted my posting so no one will see it!!!1 · 22 October 2013 at 10:02Remove
I have a Honda Odyssey that is needing it's 5th transmission.  Honda customer service will not help me.  I am asking that Honda take responsibility for its defective part. To top it off Honda has deleted my posting so no one will see it!!!,Christopher Drake Af Hagelsrum  https://www.facebook.com/photo.php?fbid=597120113685714...1 · 23 October 2013 at 09:06Remove
"LIKE THIS PAGE GUYZ IF UR ARE CAR LOVER OwsM COLLEctIOn of CARS ALL IN IN """"""""THE CARS CLUB"""""" https://www.facebook.com/TheCarsClubs","Mark Fishman  Will not be using anything HONDA brand anymore. A/c went out on a 2013 Honda accord. Honda says a ""rock"" hit the condenser. No visible damage can be seen. $600 repair. Honda is nice when it comes to buying cars, BUT when it comes to warranty and repair they will tell you to eat dirt. BE AWARE OF THE BUSINESS PRACTICES OF HONDA.4 · 6 October 2013 at 05:07Remove"
challenge yourself? you must be challenged if you drive a honda.,John Porter  nice looking car4 · 5 October 2013 at 13:58Remove
wk hard ply harder,Melissa Tina Jerry  It is a nice car...I have a Honda fit. I lover Her!4 · 5 October 2013 at 17:18Remove
"No.. Honda is great and so are movies on the reel, I think that's awesome! We need to salvage what good dates we can make and have a great time doing so! I would love to take a beautiful date to a drive in and show some people how to really make out privately!  ;-)","Jadoography  LIKE THIS PAGE GUYZ IF UR ARE CAR LOVER OwsM COLLEctIOn of CARS ALL IN IN """"""""THE CARS CLUB"""""" https://www.facebook.com/TheCarsClubs19 October 2013 at 03:27Remove"
Cool!,Harris Khatri  challenge yourself? you must be challenged if you drive a honda.21 · 5 October 2013 at 09:57Remove
I like the Violin!,Tabitha Yanette  wk hard ply harder14 · 4 October 2013 at 16:49Remove
"Terrible, buy the Toyota, trust me!",Sasa Lukic  My wife own the HONDA ACCORD model 2007. I am very disappointed with the service offered in Belgrade by Delta Automoto Beograd.I am not sure if the personnel is thinking that we are fools or HONDA cars and spare parts are very bad quality. I will try ...See more19 November 2015 at 02:45Remove
"Thanks, Honda!  We take the family in our Odyssey to this theater regularly. It's great to see they'll be around for more families to enjoy.","Adam Holmes  No.. Honda is great and so are movies on the reel, I think that's awesome! We need to salvage what good dates we can make and have a great time doing so! I would love to take a beautiful date to a drive in and show some people how to really make out privately!  ;-)2 · 4 October 2013 at 20:35Remove"
My wife own the HONDA ACCORD model 2007. I am very disappointed with the service offered in Belgrade by Delta Automoto Beograd.I am not sure if the personnel is thinking that we are fools or HONDA cars and spare parts are very bad quality. I will try ...See more,Dennis Martinez  Cool!1 · 30 September 2013 at 20:23Remove
Thanks Honda!,Dennis Martinez  I like the Violin!7 · 29 September 2013 at 19:05Remove
where te moto na,"Mike Sanchez  Terrible, buy the Toyota, trust me!3 · 30 September 2013 at 15:02Remove"
nice,"Marcus Carpenter  Thanks, Honda!  We take the family in our Odyssey to this theater regularly. It's great to see they'll be around for more families to enjoy.3 · 26 September 2013 at 16:37Remove"
"Katie Hunnefield, I find it extremely difficult to belive that the Saco Drive-In would treat any of its patrons in that way",Sasa Lukic  My wife own the HONDA ACCORD model 2007. I am very disappointed with the service offered in Belgrade by Delta Automoto Beograd.I am not sure if the personnel is thinking that we are fools or HONDA cars and spare parts are very bad quality. I will try ...See more19 November 2015 at 02:45Remove
I Would Support Honda After It Become's A Completely Saudi Green 1320 Company,Vivian Gibbas  Thanks Honda!2 · 26 September 2013 at 17:10Remove
BOOM!!!!!!,Moses Osunbor  where te moto na1 October 2013 at 08:00Remove
lindodesenho,Sadamhussain Khan  nice3 · 27 September 2013 at 08:54Remove
"To the Honda Corporation, words cannot express adequately how grateful I am for your sponsorship of this wonderful contest.  I live outside of Graham, TX and was thrilled when the Graham Drive-In was one of the winners of the digital projectors.  We, and people all over the country, can't thank you enough!!!","Gina Marie Pittfield  Katie Hunnefield, I find it extremely difficult to belive that the Saco Drive-In would treat any of its patrons in that way1 · 1 October 2013 at 19:08Remove"
Thank you Honda!!,Shakeel Sheikh  I Would Support Honda After It Become's A Completely Saudi Green 1320 Company2 January 2016 at 15:09Remove
"Absolutely Horrid. Every time I see a Crosstour, I want to throw a rock at it.",AC Destriza Austria  BOOM!!!!!!6 October 2013 at 07:24Remove
U either hate or love this car ! I love it !,Joao Maxwell  lindodesenho3 October 2013 at 03:23Remove
Is that little red car........ On fire?,"Steve Lubs  To the Honda Corporation, words cannot express adequately how grateful I am for your sponsorship of this wonderful contest.  I live outside of Graham, TX and was thrilled when the Graham Drive-In was one of the winners of the digital projectors.  We, and people all over the country, can't thank you enough!!!5 · 27 September 2013 at 04:31Remove"
I think the beetle caught fire!,Sharee Stevens Stevens  Thank you Honda!!3 · 26 September 2013 at 21:35Remove
First,"Dave Vu  Absolutely Horrid. Every time I see a Crosstour, I want to throw a rock at it.8 · 25 September 2013 at 16:46Remove"
I want a Honda PHEV!,Cindy Russell Sanchez  U either hate or love this car ! I love it !3 · 25 September 2013 at 18:51Remove
"Why isn't the smaller drive in given other consideration due to where they are located. Of course, drive-ins in more densely populated areas are going to get more votes strictly on the population. I think consideration should be given to the amount of votes received vs. the actual population of the area. Really, how can a small town in WV compete with a large town with Ocala, Fl ( right outside Orlando ).",Stephen Boniol  Is that little red car........ On fire?4 · 24 September 2013 at 13:08Remove
"thank you for 'project DRIVE-IN"" - my grandchilden can now still continue to enjoy the Ocala drive-in. Blessings to Honda.",Jason Lighthall  I think the beetle caught fire!2 · 24 September 2013 at 14:17Remove
This commercial would be better without Nick Cannon... I say this because for people who know who he is and how much he makes... He wouldn't have a Honda civic si in his garage next to his Ferrari and his wife's Benz.,Thomas Huth  First1 · 23 September 2013 at 14:01Remove
"I would NOT recommend this place. The manager, Jamie, is extremely rude and unprofessional. We went there last Friday and were given a price of $30,000 out the door for a 2013 Honda Pilot LX. Today we went back planning to purchase and all of the sudde...See more",Marylee Butts  I want a Honda PHEV!1 · 23 September 2013 at 14:41Remove
Why do you have to spend over 40 grand just to get the Vac? Make it available in all trim levels. Then you can brag about it.,"Dennis Gregory  Why isn't the smaller drive in given other consideration due to where they are located. Of course, drive-ins in more densely populated areas are going to get more votes strictly on the population. I think consideration should be given to the amount of votes received vs. the actual population of the area. Really, how can a small town in WV compete with a large town with Ocala, Fl ( right outside Orlando ).8 · 23 September 2013 at 09:13Remove"
still ugly / looks like a herse,"Dona Pike Ingram  thank you for 'project DRIVE-IN"" - my grandchilden can now still continue to enjoy the Ocala drive-in. Blessings to Honda.1 · 23 September 2013 at 16:00Remove"
"Vote for Pheasant Drive-In in Mobridge, South Dakota. I grew up watching movies at this drive inn. My children have grown up watching movies there. Now my grandchildren are getting the same opportunity to watch movies there. Please vote!!!!Vote22 to 444-999",Bernard Granum  This commercial would be better without Nick Cannon... I say this because for people who know who he is and how much he makes... He wouldn't have a Honda civic si in his garage next to his Ferrari and his wife's Benz.18 · 22 September 2013 at 07:21Remove
"Save the star-vu in El Dorado,Kansas. If we don't win we get torn down next year.  This is our LAST chance.","Bill McQuade  I would NOT recommend this place. The manager, Jamie, is extremely rude and unprofessional. We went there last Friday and were given a price of $30,000 out the door for a 2013 Honda Pilot LX. Today we went back planning to purchase and all of the sudde...See more21 · 20 September 2013 at 17:56Remove"
"i an mad at HONDA cause Lint, Gummy Bear, Animal Cracker, Broken Crayon and French Fry meet their end thanks to the New Odyssey's vacuum.",Brian Michael  Why do you have to spend over 40 grand just to get the Vac? Make it available in all trim levels. Then you can brag about it.6 · 20 September 2013 at 12:48Remove
LOVE ITTTTTTTT,Omar Zakhour  still ugly / looks like a herse5 · 20 September 2013 at 12:13Remove
Its not Honda's fault you didn't pay your bill!,"Lois Reimer-Greger  Vote for Pheasant Drive-In in Mobridge, South Dakota. I grew up watching movies at this drive inn. My children have grown up watching movies there. Now my grandchildren are getting the same opportunity to watch movies there. Please vote!!!!Vote22 to 444-9992 · 20 September 2013 at 18:50Remove"
You didn't lose anything. Honda hasn't made a good car in 15 years. Just do a little research on the net.  You'll find people who have hade 3 or 4 motors in cars that aren't 5 years old yet. Your better off without it.,"Amanda Baker  Save the star-vu in El Dorado,Kansas. If we don't win we get torn down next year.  This is our LAST chance.1 · 20 September 2013 at 14:22Remove"
